,Unnamed: 0.1,Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
2514,2514,6,,,radio/TV,,,kaggle,,,good,29,391779.0,451
2515,2515,24,little,1382,business,2.0,male,kaggle,moderate,own,good,26,391779.0,872
2516,2516,24,,2039,radio/TV,2.0,male,kaggle,little,own,bad,,391779.0,405
2517,2517,15,rich,1271,radio/TV,2.0,male,kaggle,,free,bad,39,391779.0,757
2518,2518,24,,2679,car,3.0,female,kaggle,little,own,good,29,391779.0,455
2519,2519,,little,7476,,3.0,male,kaggle,little,free,good,50,391779.0,650
2520,2520,20,little,4272,furniture/equipment,2.0,female,kaggle,little,own,good,24,391779.0,802
2521,2521,30,rich,1908,business,3.0,male,kaggle,little,own,bad,66,391779.0,213
2522,2522,24,little,2483,furniture/equipment,2.0,male,kaggle,quite rich,own,good,22,391779.0,743
2523,2523,6,moderate,590,radio/TV,1.0,male,kaggle,little,own,good,26,391779.0,806
2524,2524,18,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,391779.0,824
2525,2525,60,moderate,,car,3.0,female,kaggle,moderate,own,bad,24,391779.0,332
2526,2526,6,rich,1343,car,2.0,male,kaggle,little,own,good,46,391779.0,871
2527,2527,36,little,5371,furniture/equipment,2.0,male,kaggle,little,own,good,28,391779.0,148
2528,2528,24,moderate,3069,furniture/equipment,2.0,male,kaggle,moderate,free,good,30,391779.0,959
2529,2529,36,,1819,education,2.0,male,kaggle,little,free,bad,37,391779.0,68
2530,2530,24,moderate,2896,radio/TV,2.0,male,kaggle,moderate,own,good,29,391779.0,692
2531,2531,36,little,15857,vacation/others,3.0,male,kaggle,little,own,good,43,391779.0,818
2532,2532,12,little,1168,car,1.0,male,kaggle,little,own,good,27,391779.0,201
2533,2533,36,,3595,radio/TV,2.0,male,kaggle,little,own,good,28,391779.0,877
2534,2534,18,,1055,car,2.0,female,kaggle,little,own,good,30,391779.0,161
2535,2535,48,little,6331,car,2.0,male,kaggle,little,free,bad,46,391779.0,701
2536,2536,8,,,radio/TV,,,kaggle,,,good,,391779.0,
2537,2537,48,,12749,radio/TV,3.0,male,kaggle,quite rich,own,good,37,391779.0,921
2538,2538,12,little,1107,radio/TV,3.0,male,kaggle,little,rent,good,20,391779.0,905
2539,2539,39,moderate,4933,radio/TV,2.0,male,kaggle,little,own,bad,25,391779.0,780
2540,2540,6,little,14896,car,3.0,male,kaggle,little,own,bad,68,391779.0,917
2541,2541,9,moderate,918,furniture/equipment,2.0,female,kaggle,little,own,bad,30,391779.0,601
2542,2542,60,,6527,car,2.0,male,kaggle,,free,good,34,391779.0,685
2543,2543,11,moderate,1577,furniture/equipment,2.0,female,kaggle,rich,own,good,20,391779.0,167
2544,2544,24,moderate,6403,radio/TV,2.0,male,kaggle,little,own,good,33,391779.0,730
2545,2545,10,,2210,furniture/equipment,1.0,male,kaggle,little,rent,bad,25,391779.0,864
2546,2546,6,,426,radio/TV,1.0,,kaggle,little,own,good,39,391779.0,26
2547,2547,48,moderate,6224,education,2.0,male,kaggle,little,free,bad,50,391779.0,788
2548,2548,36,,10974,furniture/equipment,3.0,female,kaggle,little,own,bad,26,391779.0,953
2549,2549,12,,804,radio/TV,2.0,male,kaggle,little,own,good,38,391779.0,997
2550,2550,18,moderate,1887,business,2.0,male,kaggle,,own,good,28,391779.0,401
2551,2551,42,little,3965,radio/TV,2.0,male,kaggle,little,own,bad,34,391779.0,76
2552,2552,48,moderate,6560,car,2.0,male,kaggle,moderate,own,bad,24,391779.0,706
2553,2553,30,moderate,2503,business,2.0,male,kaggle,moderate,own,good,41,391779.0,703
2554,2554,12,moderate,1158,radio/TV,2.0,male,kaggle,quite rich,own,good,26,391779.0,41
2555,2555,36,,7678,furniture/equipment,2.0,female,kaggle,quite rich,own,good,40,391779.0,870
2556,2556,36,rich,5848,radio/TV,2.0,male,kaggle,little,own,good,24,391779.0,152
2557,2557,18,little,1345,radio/TV,2.0,male,kaggle,little,own,bad,26,391779.0,819
2558,2558,4,,,car,,,kaggle,,,good,,391779.0,
2559,2559,15,,1300,car,2.0,male,kaggle,,free,good,45,391779.0,609
2560,2560,24,moderate,11328,vacation/others,3.0,male,kaggle,little,own,bad,29,391779.0,431
2561,2561,24,,1376,radio/TV,2.0,female,kaggle,quite rich,own,good,28,391779.0,
2562,2562,18,little,7511,car,2.0,male,kaggle,,free,bad,51,391779.0,796
2563,2563,30,,2333,radio/TV,3.0,male,kaggle,quite rich,own,good,30,391779.0,40
2564,2564,6,moderate,368,radio/TV,2.0,male,kaggle,,own,good,38,391779.0,493
2565,2565,6,moderate,14555,car,0.0,male,kaggle,,own,bad,23,391779.0,236
2566,2566,6,,1750,radio/TV,1.0,male,kaggle,quite rich,own,good,45,391779.0,551
2567,2567,24,,5507,repairs,2.0,male,kaggle,little,free,good,44,391779.0,520
2568,2568,15,rich,392,education,2.0,female,kaggle,little,rent,good,23,391779.0,111
2569,2569,9,rich,1337,radio/TV,3.0,male,kaggle,little,own,bad,34,391779.0,720
2570,2570,18,moderate,4439,business,3.0,male,kaggle,little,own,good,33,391779.0,343
2571,2571,24,,,business,,,kaggle,,,good,,391779.0,
2572,2572,18,,,car,,,kaggle,,,good,,391779.0,
2573,2573,18,little,1553,furniture/equipment,2.0,male,kaggle,little,own,bad,44,391779.0,631
2574,2574,54,moderate,15945,business,2.0,male,kaggle,little,rent,bad,58,391779.0,95
2575,2575,21,,1572,business,1.0,female,kaggle,rich,own,good,36,391779.0,592
2576,2576,12,,926,car,0.0,female,kaggle,little,own,good,38,391779.0,697
2577,2577,24,,6842,car,3.0,male,kaggle,,own,good,46,391779.0,939
2578,2578,6,moderate,2063,radio/TV,3.0,male,kaggle,little,rent,good,30,391779.0,937
2579,2579,24,,1278,radio/TV,3.0,male,kaggle,little,own,good,36,391779.0,904
2580,2580,20,little,2212,furniture/equipment,2.0,male,kaggle,,own,good,39,391779.0,380
2581,2581,30,moderate,2991,radio/TV,2.0,female,kaggle,,own,good,25,391779.0,912
2582,2582,36,moderate,6948,car,3.0,male,kaggle,little,rent,good,35,391779.0,7
2583,2583,24,,5804,car,2.0,male,kaggle,rich,own,good,27,391779.0,860
2584,2584,48,moderate,9960,furniture/equipment,2.0,female,kaggle,little,own,bad,26,391779.0,295
2585,2585,24,moderate,3758,radio/TV,0.0,female,kaggle,quite rich,rent,good,23,391779.0,347
2586,2586,48,moderate,6560,car,2.0,male,kaggle,moderate,own,bad,24,391779.0,706
2587,2587,39,,8588,car,3.0,male,kaggle,moderate,own,good,45,391779.0,509
2588,2588,13,little,1797,business,1.0,male,kaggle,little,own,good,28,391779.0,745
2589,2589,18,,2662,car,2.0,male,kaggle,,own,good,32,391779.0,270
2590,2590,24,rich,3617,furniture/equipment,2.0,male,kaggle,,rent,good,20,391779.0,93
2591,2591,12,moderate,585,radio/TV,2.0,,kaggle,little,,,20,391779.0,513
2592,2592,,,1213,radio/TV,2.0,male,kaggle,quite rich,own,good,47,391779.0,81
2593,2593,24,,,car,,,kaggle,,,bad,,391779.0,
2594,2594,24,little,3161,business,2.0,male,kaggle,little,rent,bad,31,391779.0,914
2595,2595,6,,1554,radio/TV,2.0,female,kaggle,little,rent,good,24,391779.0,817
2596,2596,11,,1154,radio/TV,1.0,female,kaggle,moderate,own,good,57,391779.0,259
2597,2597,6,,1346,radio/TV,2.0,male,kaggle,moderate,free,good,42,391779.0,150
2598,2598,12,rich,1480,car,0.0,male,kaggle,quite rich,free,good,66,391779.0,774
2599,2599,6,moderate,1068,radio/TV,2.0,male,kaggle,little,own,good,28,391779.0,329
2600,2600,24,,2835,furniture/equipment,2.0,male,kaggle,quite rich,own,good,53,391779.0,6
2601,2601,4,,1455,car,1.0,male,kaggle,little,own,good,42,391779.0,943
2602,2602,24,,1927,education,2.0,female,kaggle,,own,good,33,391779.0,577
2603,2603,18,little,4153,furniture/equipment,2.0,male,kaggle,little,own,bad,42,391779.0,899
2604,2604,9,moderate,3195,car,1.0,female,kaggle,,own,good,33,391779.0,909
2605,2605,33,,2764,business,2.0,female,kaggle,little,own,good,26,391779.0,468
2606,2606,36,moderate,4455,business,3.0,male,kaggle,little,own,bad,30,391779.0,181
2608,2608,6,,518,radio/TV,2.0,female,kaggle,little,own,good,29,391779.0,451
2609,2609,12,,1934,radio/TV,2.0,male,kaggle,little,own,good,26,391779.0,490
2610,2610,24,little,2957,car,2.0,male,kaggle,little,own,good,63,391779.0,838
2611,2611,6,little,1198,education,2.0,female,kaggle,little,free,bad,35,391779.0,711
2612,2612,21,,2288,furniture/equipment,2.0,female,kaggle,little,own,good,23,391779.0,144
2613,2613,18,,1453,radio/TV,2.0,female,kaggle,little,own,good,26,391779.0,679
2614,2614,6,,700,radio/TV,2.0,male,kaggle,,free,,36,391779.0,519
2615,2615,24,little,3345,furniture/equipment,3.0,male,kaggle,little,rent,bad,39,391779.0,919
2616,2616,12,rich,3399,radio/TV,3.0,male,kaggle,,own,good,37,391779.0,361
2617,2617,12,little,6199,radio/TV,2.0,male,kaggle,little,rent,bad,28,391779.0,353
2618,2618,6,little,338,radio/TV,2.0,male,kaggle,quite rich,own,good,52,391779.0,177
2619,2619,48,little,3051,domestic appliances,2.0,male,kaggle,little,own,bad,54,391779.0,813
2620,2620,24,,1525,car,2.0,female,kaggle,rich,own,good,34,391779.0,327
2621,2621,20,moderate,2629,vacation/others,2.0,male,kaggle,little,own,good,29,391779.0,442
2622,2622,18,,3378,car,2.0,male,kaggle,,own,good,31,391779.0,53
2623,2623,18,,2169,business,2.0,male,kaggle,little,own,bad,28,391779.0,861
2624,2624,45,little,11816,business,2.0,male,kaggle,little,rent,bad,29,391779.0,832
2625,2625,6,little,,furniture/equipment,3.0,male,kaggle,little,rent,bad,44,391779.0,335
2626,2626,15,rich,1271,radio/TV,2.0,male,kaggle,,free,bad,39,391779.0,757
2627,2627,18,moderate,1295,furniture/equipment,2.0,female,kaggle,little,own,good,27,391779.0,86
2628,2628,,,,,2.0,female,kaggle,quite rich,rent,,28,391779.0,
2629,2629,18,little,3509,radio/TV,2.0,female,kaggle,little,own,good,25,391779.0,777
2630,2630,30,,1867,radio/TV,2.0,male,kaggle,,own,good,58,391779.0,928
2631,2631,36,,,car,,,kaggle,,,bad,,391779.0,
2632,2632,12,moderate,685,car,1.0,male,kaggle,little,own,bad,25,391779.0,313
2633,2633,6,moderate,753,radio/TV,2.0,female,kaggle,little,own,good,64,391779.0,976
2634,2634,45,moderate,4746,radio/TV,1.0,male,kaggle,little,own,bad,25,391779.0,35
2635,2635,36,,7855,car,2.0,female,kaggle,little,own,bad,25,391779.0,113
2636,2636,24,,1474,car,2.0,male,kaggle,moderate,own,good,33,391779.0,855
2637,2637,13,,1409,radio/TV,2.0,female,kaggle,moderate,,good,64,391779.0,987
2638,2638,18,,1950,business,2.0,male,kaggle,little,own,good,34,391779.0,464
2639,2639,12,little,759,car,2.0,male,kaggle,,own,bad,26,391779.0,510
2640,2640,72,moderate,5595,radio/TV,2.0,male,kaggle,moderate,own,bad,24,391779.0,677
2641,2641,30,little,3108,furniture/equipment,1.0,male,kaggle,little,own,bad,31,391779.0,766
2642,2642,12,little,2246,furniture/equipment,2.0,male,kaggle,little,own,bad,60,391779.0,589
2643,2643,7,moderate,2329,radio/TV,2.0,female,kaggle,little,own,good,45,391779.0,600
2644,2644,,little,8072,business,2.0,male,kaggle,,own,good,25,391779.0,17
2645,2645,6,little,662,car,1.0,male,kaggle,little,own,good,41,391779.0,529
2646,2646,10,,2848,car,2.0,male,kaggle,moderate,own,good,32,391779.0,916
2647,2647,47,little,10722,car,1.0,female,kaggle,little,own,good,35,391779.0,285
2648,2648,9,,1313,furniture/equipment,2.0,male,kaggle,little,own,good,20,391779.0,428
2649,2649,24,,1597,education,2.0,male,kaggle,little,free,good,54,391779.0,800
2650,2650,30,rich,3017,radio/TV,2.0,male,kaggle,little,own,good,47,391779.0,669
2651,2651,24,little,4020,furniture/equipment,2.0,,kaggle,little,own,good,27,391779.0,31
2652,2652,12,little,1228,car,1.0,female,kaggle,little,own,bad,24,391779.0,722
2653,2653,36,little,2145,business,2.0,male,kaggle,little,own,bad,24,391779.0,951
2654,2654,12,,1413,car,2.0,male,kaggle,rich,own,good,55,391779.0,209
2655,2655,36,,3342,radio/TV,2.0,male,kaggle,,own,good,51,391779.0,214
2656,2656,12,,2141,radio/TV,2.0,male,kaggle,moderate,own,good,35,391779.0,232
2657,2657,8,moderate,760,radio/TV,1.0,female,kaggle,little,own,good,44,391779.0,732
2658,2658,12,,5801,furniture/equipment,2.0,male,kaggle,,rent,good,49,391779.0,326
2659,2659,24,little,2964,car,2.0,male,kaggle,,free,good,49,391779.0,560
2660,2660,24,,2346,car,2.0,male,kaggle,little,own,good,35,391779.0,654
2661,2661,12,,1402,furniture/equipment,2.0,female,kaggle,quite rich,rent,good,37,391779.0,271
2662,2662,21,little,3599,furniture/equipment,1.0,female,kaggle,little,rent,good,26,391779.0,341
2663,2663,12,,682,car,2.0,female,kaggle,moderate,own,good,51,391779.0,147
2664,2664,12,,1884,car,3.0,male,kaggle,little,own,good,39,391779.0,440
2665,2665,30,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,391779.0,675
2666,2666,,,,,,,kaggle,,,bad,28,391779.0,556
2667,2667,27,moderate,2520,radio/TV,1.0,male,kaggle,quite rich,own,bad,23,391779.0,966
2668,2668,18,little,750,education,0.0,female,kaggle,little,own,bad,27,391779.0,640
2669,2669,12,little,1282,furniture/equipment,2.0,female,kaggle,little,rent,bad,20,391779.0,155
2670,2670,6,little,448,education,2.0,female,kaggle,little,own,bad,23,391779.0,471
2671,2671,36,moderate,1953,business,3.0,male,kaggle,little,free,bad,61,391779.0,62
2672,2672,24,,4139,business,1.0,male,kaggle,moderate,own,good,27,391779.0,670
2673,2673,12,moderate,958,car,1.0,male,kaggle,little,own,good,47,391779.0,422
2674,2674,24,,2578,radio/TV,2.0,male,kaggle,rich,own,good,34,391779.0,567
2675,2675,36,little,2348,furniture/equipment,2.0,male,kaggle,little,own,good,46,391779.0,397
2676,2676,24,,,radio/TV,,,kaggle,,,good,,391779.0,
2677,2677,18,little,2389,radio/TV,2.0,female,kaggle,little,own,good,27,391779.0,866
2678,2678,36,,2671,radio/TV,2.0,female,kaggle,moderate,free,bad,50,391779.0,607
2679,2679,12,,1412,business,3.0,female,kaggle,little,own,good,29,391779.0,85
2680,2680,9,,3577,car,2.0,male,kaggle,moderate,rent,good,26,391779.0,859
2681,2681,12,,886,radio/TV,2.0,female,kaggle,,own,good,21,391779.0,836
2682,2682,18,moderate,3590,business,0.0,male,kaggle,little,own,good,40,391779.0,950
2683,2683,9,,2507,car,1.0,male,kaggle,quite rich,free,good,51,391779.0,231
2684,2684,12,,2292,,3.0,male,kaggle,little,,,42,391779.0,412
2685,2685,18,little,2124,furniture/equipment,2.0,female,kaggle,little,rent,bad,24,391779.0,761
2686,2686,60,moderate,6288,education,2.0,male,kaggle,little,free,bad,42,391779.0,938
2687,2687,21,,12680,car,3.0,male,kaggle,,free,bad,30,391779.0,763
2688,2688,13,moderate,882,radio/TV,2.0,male,kaggle,little,own,good,23,391779.0,346
2689,2689,12,little,626,radio/TV,1.0,female,kaggle,little,own,bad,24,391779.0,548
2690,2690,15,little,1433,furniture/equipment,2.0,female,kaggle,little,rent,good,25,391779.0,985
2691,2691,10,,894,education,2.0,female,kaggle,,own,good,40,391779.0,856
2692,2692,18,,2238,radio/TV,2.0,female,kaggle,little,own,good,25,391779.0,385
2693,2693,12,moderate,1158,radio/TV,2.0,male,kaggle,quite rich,own,good,26,391779.0,41
2694,2694,18,little,2249,car,3.0,male,kaggle,moderate,own,good,30,391779.0,88
2695,2695,12,,1185,business,2.0,female,kaggle,little,own,good,27,391779.0,243
2696,2696,12,little,697,car,2.0,male,kaggle,little,own,bad,46,391779.0,925
2697,2697,9,rich,745,radio/TV,1.0,female,kaggle,little,own,bad,28,391779.0,936
2698,2698,12,,522,radio/TV,2.0,male,kaggle,quite rich,own,good,42,391779.0,933
2699,2699,24,rich,3749,furniture/equipment,2.0,female,kaggle,little,own,good,26,391779.0,312
2700,2700,36,little,2145,business,2.0,male,kaggle,little,own,bad,24,391779.0,
2701,2701,12,little,1893,car,2.0,female,kaggle,little,own,good,29,391779.0,954
2702,2702,42,,7166,radio/TV,2.0,male,kaggle,,rent,good,29,391779.0,968
2703,2703,12,rich,1297,radio/TV,2.0,male,kaggle,little,rent,good,23,391779.0,660
2704,2704,30,moderate,1919,radio/TV,3.0,male,kaggle,moderate,own,bad,30,391779.0,935
2705,2705,36,,3079,car,2.0,male,kaggle,,own,good,36,391779.0,370
2706,2706,12,little,1372,car,2.0,male,kaggle,little,own,bad,36,391779.0,566
2707,2707,12,moderate,983,furniture/equipment,1.0,female,kaggle,rich,rent,good,19,391779.0,391
2708,2708,18,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,391779.0,824
2709,2709,21,rich,2923,,3.0,female,kaggle,moderate,own,good,28,391779.0,982
2710,2710,48,,4844,business,3.0,male,kaggle,little,rent,bad,33,391779.0,981
2711,2711,24,,1278,radio/TV,3.0,male,kaggle,little,own,good,36,391779.0,904
2712,2712,48,little,3051,domestic appliances,2.0,male,kaggle,little,own,bad,54,391779.0,813
2713,2713,36,,5711,car,3.0,male,kaggle,rich,own,good,38,391779.0,778
2714,2714,10,,1597,car,1.0,male,kaggle,quite rich,rent,good,40,391779.0,413
2715,2715,60,moderate,7418,radio/TV,1.0,male,kaggle,,own,good,27,391779.0,255
2716,2716,24,little,3123,car,2.0,female,kaggle,little,own,bad,27,391779.0,500
2717,2717,9,little,1288,repairs,2.0,male,kaggle,moderate,own,good,48,391779.0,156
2718,2718,24,,5507,repairs,2.0,male,kaggle,little,free,good,44,391779.0,520
2719,2719,24,moderate,2760,car,2.0,male,kaggle,,free,good,36,391779.0,198
2720,2720,12,little,701,radio/TV,1.0,male,kaggle,little,own,good,40,391779.0,126
2721,2721,48,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,391779.0,887
2722,2722,12,little,3386,car,2.0,male,kaggle,little,free,bad,35,391779.0,457
2723,2723,30,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,391779.0,675
2724,2724,24,moderate,1246,car,1.0,male,kaggle,little,own,bad,23,391779.0,355
2725,2725,36,,5742,business,2.0,male,kaggle,moderate,own,good,31,391779.0,671
2726,2726,15,,1478,radio/TV,2.0,male,kaggle,little,own,good,33,391779.0,682
2727,2727,18,,4165,business,2.0,male,kaggle,little,own,bad,36,391779.0,827
2728,2728,12,moderate,2002,car,2.0,male,kaggle,little,rent,good,30,391779.0,923
2729,2729,24,,,furniture/equipment,1.0,male,kaggle,little,own,good,30,391779.0,984
2730,2730,18,moderate,1795,radio/TV,1.0,female,kaggle,little,rent,good,48,391779.0,801
2731,2731,9,,3832,,1.0,male,kaggle,,own,good,64,391779.0,629
2732,2732,6,rich,709,car,0.0,male,kaggle,rich,own,good,27,391779.0,140
2733,2733,18,little,2600,radio/TV,2.0,male,kaggle,little,free,bad,65,391779.0,624
2734,2734,39,,2569,car,2.0,male,kaggle,quite rich,own,good,24,391779.0,476
2735,2735,18,little,1217,domestic appliances,1.0,male,kaggle,little,own,bad,47,391779.0,588
2736,2736,30,,,business,,,kaggle,,,bad,,391779.0,
2737,2737,20,moderate,2629,vacation/others,2.0,male,kaggle,little,own,good,29,391779.0,442
2738,2738,36,,6614,car,3.0,male,kaggle,little,own,good,34,391779.0,888
2739,2739,18,,1808,furniture/equipment,2.0,female,kaggle,little,own,bad,22,391779.0,
2740,2740,6,little,1198,education,2.0,female,kaggle,little,free,bad,35,391779.0,711
2741,2741,6,,250,car,1.0,female,kaggle,rich,own,good,41,391779.0,725
2742,2742,36,,10477,car,2.0,male,kaggle,,free,good,42,391779.0,902
2743,2743,6,rich,1343,car,2.0,male,kaggle,little,own,good,46,391779.0,871
2744,2744,11,,2142,business,2.0,male,kaggle,rich,own,good,28,391779.0,913
2745,2745,12,moderate,1295,car,2.0,,kaggle,little,rent,bad,25,391779.0,10
2746,2746,15,,1360,radio/TV,2.0,male,kaggle,little,own,good,31,391779.0,185
2747,2747,27,little,3416,radio/TV,3.0,male,kaggle,little,own,good,27,391779.0,142
2748,2748,12,,1555,repairs,2.0,male,kaggle,rich,free,bad,55,391779.0,754
2749,2749,6,rich,2116,furniture/equipment,2.0,male,kaggle,little,own,good,41,391779.0,626
2750,2750,21,little,3414,education,2.0,male,kaggle,little,own,bad,26,391779.0,174
2751,2751,12,little,3499,car,2.0,female,kaggle,little,own,bad,29,391779.0,129
2752,2752,24,,1559,business,2.0,male,kaggle,little,own,good,50,391779.0,843
2753,2753,18,little,2659,furniture/equipment,2.0,male,kaggle,rich,own,good,28,391779.0,323
2754,2754,6,rich,709,car,0.0,male,kaggle,rich,own,good,27,391779.0,140
2755,2755,18,,1098,radio/TV,0.0,female,kaggle,little,own,good,65,391779.0,883
2756,2756,15,,1471,radio/TV,2.0,male,kaggle,little,free,good,35,391779.0,852
2757,2757,12,little,1498,radio/TV,2.0,female,kaggle,little,own,good,23,391779.0,934
2758,2758,15,little,1403,car,2.0,female,kaggle,,rent,good,28,391779.0,14
2759,2759,18,moderate,1245,radio/TV,2.0,male,kaggle,little,own,bad,33,391779.0,474
2760,2760,6,moderate,932,education,1.0,female,kaggle,,own,good,39,391779.0,215
2761,2761,21,little,1647,car,1.0,male,kaggle,,own,bad,40,391779.0,182
2762,2762,10,,2146,furniture/equipment,2.0,female,kaggle,little,rent,good,23,391779.0,372
2763,2763,6,little,428,furniture/equipment,2.0,female,kaggle,little,own,good,49,391779.0,750
2764,2764,12,moderate,1410,education,1.0,male,kaggle,little,own,good,31,391779.0,782
2765,2765,6,little,1374,furniture/equipment,1.0,male,kaggle,little,own,good,36,391779.0,25
2766,2766,10,,2210,furniture/equipment,1.0,male,kaggle,little,rent,bad,25,391779.0,864
2767,2767,6,little,1361,car,1.0,male,kaggle,,own,,40,391779.0,516
2768,2768,24,moderate,4241,business,1.0,male,kaggle,little,own,bad,36,391779.0,597
2769,2769,9,moderate,1501,education,3.0,female,kaggle,little,own,bad,34,391779.0,195
2770,2770,6,little,3676,car,2.0,male,kaggle,little,,good,37,391779.0,617
2771,2771,12,moderate,1092,radio/TV,2.0,female,kaggle,little,own,good,49,391779.0,288
2772,2772,18,moderate,3590,business,0.0,male,kaggle,little,own,good,40,391779.0,950
2773,2773,8,little,731,car,1.0,male,kaggle,little,own,good,47,391779.0,823
2774,2774,24,,1311,radio/TV,2.0,male,kaggle,moderate,own,good,26,391779.0,533
2775,2775,9,,2753,radio/TV,2.0,male,kaggle,moderate,own,good,35,391779.0,688
2776,2776,48,,8858,car,2.0,male,kaggle,,free,good,35,391779.0,549
2777,2777,9,little,1288,repairs,2.0,male,kaggle,moderate,own,good,48,391779.0,156
2778,2778,,,,,,,kaggle,,,bad,33,391779.0,419
2779,2779,9,little,1366,radio/TV,2.0,female,kaggle,little,rent,bad,22,391779.0,922
2780,2780,12,,797,radio/TV,1.0,female,kaggle,,own,bad,33,391779.0,92
2781,2781,24,rich,5152,radio/TV,2.0,male,kaggle,little,own,good,25,391779.0,477
2782,2782,15,moderate,1308,repairs,1.0,male,kaggle,,own,good,38,391779.0,641
2783,2783,20,moderate,7057,car,3.0,male,kaggle,,rent,good,36,391779.0,99
2784,2784,12,moderate,1995,car,2.0,male,kaggle,moderate,own,good,27,391779.0,553
2785,2785,24,little,2812,car,2.0,female,kaggle,,rent,good,26,391779.0,770
2786,2786,18,,1820,car,3.0,male,kaggle,little,own,good,30,391779.0,390
2787,2787,36,moderate,2820,car,2.0,male,kaggle,little,own,bad,27,391779.0,578
2788,2788,48,moderate,6681,business,2.0,male,kaggle,,free,good,38,391779.0,829
2789,2789,12,little,339,education,1.0,male,kaggle,little,own,good,45,391779.0,157
2790,2790,20,moderate,6468,car,3.0,male,kaggle,,own,good,60,391779.0,784
2791,2791,12,,1101,car,2.0,male,kaggle,little,own,good,27,391779.0,820
2792,2792,13,,1409,radio/TV,2.0,female,kaggle,moderate,own,good,64,391779.0,987
2793,2793,21,,2580,business,1.0,male,kaggle,quite rich,own,bad,41,391779.0,674
2794,2794,6,,1338,domestic appliances,2.0,male,kaggle,quite rich,own,good,62,391779.0,816
2795,2795,45,moderate,4576,car,2.0,male,kaggle,moderate,own,good,27,391779.0,999
2796,2796,6,rich,1047,education,1.0,female,kaggle,little,own,good,50,391779.0,664
2797,2797,36,,,domestic appliances,,,kaggle,,,good,,391779.0,
2798,2798,27,little,3416,radio/TV,3.0,male,kaggle,little,own,good,27,391779.0,142
2799,2799,6,,1236,car,2.0,male,kaggle,quite rich,rent,good,50,391779.0,695
2800,2800,24,,1533,radio/TV,2.0,female,kaggle,little,own,good,38,391779.0,267
2801,2801,12,moderate,2028,car,2.0,male,kaggle,,own,good,30,391779.0,421
2802,2802,9,moderate,1549,car,0.0,male,kaggle,,own,good,35,391779.0,799
2803,2803,48,moderate,12204,business,3.0,male,kaggle,,own,good,48,391779.0,615
2804,2804,24,moderate,2825,business,2.0,male,kaggle,,own,good,34,391779.0,886
2805,2805,48,moderate,9960,furniture/equipment,2.0,female,kaggle,little,own,bad,26,391779.0,295
2806,2806,18,moderate,1887,business,2.0,male,kaggle,,own,good,28,391779.0,401
2807,2807,18,,2249,car,3.0,male,kaggle,moderate,own,good,30,391779.0,88
2808,2808,15,moderate,1778,car,0.0,female,kaggle,little,rent,bad,26,391779.0,809
2809,2809,24,,7393,car,1.0,male,kaggle,little,own,good,43,391779.0,971
2810,2810,36,little,6887,education,2.0,male,kaggle,little,own,bad,29,391779.0,131
2811,2811,12,rich,1474,furniture/equipment,3.0,female,kaggle,little,own,good,33,391779.0,34
2812,2812,42,little,7174,radio/TV,3.0,female,kaggle,,own,bad,30,391779.0,116
2813,2813,,,,,2.0,female,kaggle,rich,own,,30,391779.0,483
2814,2814,9,,2753,radio/TV,,,kaggle,,,good,,391779.0,688
2815,2815,5,,3448,business,1.0,male,kaggle,little,own,good,74,391779.0,430
2816,2816,27,,2570,car,2.0,female,kaggle,little,rent,bad,21,391779.0,724
2817,2817,30,moderate,2181,car,2.0,male,kaggle,,own,good,36,391779.0,882
2818,2818,27,little,5293,business,2.0,male,kaggle,little,own,bad,50,391779.0,212
2819,2819,24,,999,radio/TV,2.0,male,kaggle,,own,good,25,391779.0,269
2820,2820,15,,4657,car,2.0,male,kaggle,little,own,good,30,391779.0,224
2821,2821,15,rich,2360,car,2.0,male,kaggle,quite rich,own,,36,391779.0,506
2822,2822,12,,3527,car,3.0,male,kaggle,,own,good,45,391779.0,940
2823,2823,6,little,14896,car,3.0,male,kaggle,little,own,bad,68,391779.0,917
2824,2824,12,moderate,1007,car,2.0,male,kaggle,rich,own,good,22,391779.0,67
2825,2825,48,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,391779.0,887
2826,2826,18,moderate,6361,furniture/equipment,2.0,male,kaggle,little,own,good,41,391779.0,
2827,2827,36,,,car,,,kaggle,,,good,30,391779.0,450
2828,2828,36,moderate,2225,car,2.0,male,kaggle,little,free,bad,57,391779.0,54
2829,2829,48,little,7685,business,2.0,female,kaggle,little,rent,bad,37,391779.0,375
2830,2830,48,,11590,car,1.0,female,kaggle,moderate,rent,bad,24,391779.0,333
2831,2831,4,,1544,radio/TV,1.0,male,kaggle,little,own,good,42,391779.0,234
2832,2832,24,little,2439,radio/TV,2.0,female,kaggle,little,own,bad,35,391779.0,862
2833,2833,10,rich,1347,radio/TV,2.0,male,kaggle,,own,good,27,391779.0,686
2834,2834,36,,4454,radio/TV,2.0,female,kaggle,little,own,good,34,391779.0,910
